OBJECTID,NameInt,GlobalID,Seg_ID_Score,Seg_Bk_Score,Seg_LL_Score,Seg_Wd_Score,GridNormScore,CSScore,Pop2015,Ones,Twos,Threes,GridScrRounded
425,1471,a552bbf0-e2c7-40ef-9752-09234dec69de,0,1,0,0,1.639344,0.057692,66.182148,1,1,0,1
426,1199,da96d6bd-04cb-40f3-a558-a4f682e1f023,0,2,0,1,4.918033,0.173077,197.872887,7,3,0,1
427,443,993cc86e-1ba1-4131-8716-7ae0825c5119,0,1,1,2,4.918033,0.173077,1485.073934,17,3,0,1
428,245,b2c5cc01-4042-4ad9-b925-b96ecf873e2e,0,2,2,0,4.918033,0.173077,7216.474821,15,3,0,1
429,1982,67ceca39-5c80-4962-84c5-a44f87043bd4,0,5,12,2,19.672131,0.692308,3952.792524,4,12,0,1
430,1535,3618c16c-c609-42fa-b249-c3ef3e98f41f,0,3,1,0,6.557377,0.230769,4065.55193,32,4,0,1
431,1472,3d296898-52ec-429a-9bef-c77bb4525bfe,0,1,0,1,3.278689,0.115385,2082.00801,51,2,0,1
432,445,11d28d88-adec-4628-9e40-caf051ed5110,0,1,3,3,9.836066,0.346154,469.307187,4,6,0,1
433,1538,a97589f2-c1f5-426b-afc2-987de47f56cb,0,11,0,0,18.032787,0.634615,6927.45575,9,11,0,1
434,246,010d5ad6-187b-48c5-8632-af2f493e327f,0,2,2,0,4.918033,0.173077,3328.66218,5,3,0,1
435,1983,61bee50a-a382-48be-a646-47d1eaa97759,0,3,1,0,6.557377,0.230769,5901.862026,8,4,0,1
436,448,936f45a3-d93a-4aa2-befb-54058bfa66a1,1,15,3,11,26.229508,0.923077,4406.306283,10,14,2,3
437,1473,008845dc-3d0b-4a53-bd04-6f01a8a6bdca,0,2,0,0,3.278689,0.115385,3758.278934,56,2,0,1
438,1984,88c41fe7-1678-4972-a873-1f69730d63c7,1,6,1,0,11.47541,0.403846,9077.277572,13,6,1,1
439,563,548b9c50-f14c-449d-a9ca-2d1d0d0bec3e,1,26,0,0,42.622951,1.5,8006.827978,92,25,1,3
440,449,8bd5303c-b35d-4394-b455-236ce472e517,2,12,9,3,22.95082,0.807692,4109.366862,8,12,2,1
441,247,db3c41ff-2c67-4819-8924-dec2e0ee8506,3,1,4,0,6.557377,0.230769,4422.269487,5,1,3,1
442,1474,cc7fee94-73b5-4c5d-adc9-d79fb9128bf3,0,1,1,5,8.196721,0.288462,3026.31597,20,5,0,1
443,1539,fd58cdcd-cfd5-4655-97da-dc90ca1c5415,1,24,4,1,39.344262,1.384615,5096.671653,44,23,1,3
444,119,bd847fd8-bb79-4d55-9933-08816455188f,2,1,4,0,8.196721,0.288462,8435.766646,11,3,2,1
445,248,df0c4318-9dd3-4e06-a0a4-b4048176be9c,1,5,0,0,8.196721,0.288462,6839.848242,6,4,1,1
446,1985,229629b1-a421-4cbe-ae89-d8a224e45902,0,7,1,2,14.754098,0.519231,10570.779464,17,9,0,1
447,564,a7458088-1f4e-4185-9495-7da8d5922a31,0,13,15,0,34.42623,1.211538,4338.449738,19,21,0,2
448,451,529d45f5-650e-4b37-beca-1c25f9093f8e,0,2,2,1,4.918033,0.173077,217.544504,13,3,0,1
449,1475,0cf299e0-f7f3-4c10-80a4-50a9f98812a7,0,1,0,2,3.278689,0.115385,4982.819047,27,2,0,1
450,153,c0a35a3e-8beb-491e-95a6-06bc9bf376f2,0,0,5,0,8.196721,0.288462,822.246435,3,5,0,1
451,1203,e85cafe2-e8ac-49aa-9521-90cbe0b650c3,4,10,0,5,27.868852,0.980769,6914.432305,100,13,4,1
452,565,925d7b9a-4fb2-4b3c-8fc8-6d48062e2601,1,10,7,0,24.590164,0.865385,1345.636204,15,14,1,1
453,249,be8b5601-0d78-4811-939b-cf61136ea2e5,0,2,0,0,3.278689,0.115385,2176.936393,23,2,0,1
454,1987,dad8ad5a-0238-40dd-9538-78071901715d,2,4,1,0,9.836066,0.346154,6292.654569,37,4,2,1
455,452,48429a77-b975-4840-bc54-f649e5d5b691,0,3,0,0,4.918033,0.173077,126.410556,5,3,0,1
456,1541,75592702-9f85-4aa9-a98b-ea57994e00dd,0,4,0,0,6.557377,0.230769,2277.547514,24,4,0,1
457,1476,1b091c74-75c4-436d-ae81-09ba111f2995,0,1,1,2,4.918033,0.173077,2371.395574,15,3,0,1
458,1204,2ef5a2b4-b73e-4995-a0d2-5c412dcb0b10,1,16,13,23,63.934426,2.25,3106.845105,22,38,1,3
459,251,ed731473-b6cd-4900-bba5-bd7494d97d8f,0,4,3,0,9.836066,0.346154,3252.381746,2,6,0,1
460,1477,e516a100-5b36-4475-a207-5af23f8b4c6f,0,5,3,5,14.754098,0.519231,3376.469014,31,9,0,1
461,566,e9c19e02-b7d7-4966-8f9a-da5e5cb7c79f,2,19,6,3,34.42623,1.211538,4071.553402,42,19,2,3
462,1988,a709524f-ba36-48e5-8f39-75a7085b83cf,2,7,0,4,14.754098,0.519231,5242.235546,41,7,2,1
463,256,e082146e-959b-4870-9696-0891ec2c5dbc,0,3,3,0,6.557377,0.230769,2664.086889,6,4,0,1
464,1479,6009865d-2481-4b22-acfa-9ed498397e8a,2,9,10,2,27.868852,0.980769,3356.610064,16,15,2,1
465,1205,90be2c25-ebbc-4d47-9d39-cc0c7de63fed,3,16,9,37,75.409836,2.653846,4100.479817,37,43,3,3
466,257,87464e76-7e79-4777-8de8-808753b85105,0,1,1,0,3.278689,0.115385,4836.556615,10,2,0,1
467,147,ca15a6cc-7a10-4283-a384-7a99c422ec50,1,0,2,0,3.278689,0.115385,703.363159,0,1,1,1
468,453,13c6a1ef-aa14-426e-b10e-0134d4fa45f4,1,10,3,0,19.672131,0.692308,4036.316729,13,11,1,1
469,1483,98af5e5e-716d-44e9-8e10-1b5e0b33d548,0,4,0,0,6.557377,0.230769,7265.87557,39,4,0,1
470,261,d3e1044a-9361-4dba-8297-ee8985f5beb8,5,10,11,1,32.786885,1.153846,4456.373875,10,15,5,3
471,454,97a87bb5-18fa-4a0e-9c54-90f8776d9495,0,3,1,0,6.557377,0.230769,1252.381487,6,4,0,1
472,265,aaf7ae68-f6a7-4cd3-ac93-8732e756085d,2,4,11,2,21.311475,0.75,3265.777325,0,11,2,1
473,567,1f8825bc-118c-4c3c-b052-d923203f482d,1,6,1,0,11.47541,0.403846,4045.917557,63,6,1,1
474,1484,67cd41b9-7d7f-4c26-b1d2-4af385fc95b9,0,0,0,0,0,0,179.069702,,,0,1
475,1485,8016ee7f-f84d-4573-9dd3-42bc6c22a091,0,0,0,0,0,0,1609.927108,,,0,1
476,455,7014ddab-e90e-4770-84cd-49e52c33981f,0,9,8,0,24.590164,0.865385,6149.857042,13,15,0,1
477,1989,8a01de8a-ea51-45b9-8bb9-fd91dba67d6d,1,2,3,0,9.836066,0.346154,1287.503597,17,5,1,1
478,266,df9fd736-c61d-4b8e-a320-11711b88533d,2,4,9,1,16.393443,0.576923,3980.802879,0,8,2,1
479,1207,2a4f73ad-2504-4a82-96fe-78c36fe5e125,5,17,15,0,37.704918,1.326923,2946.149796,4,18,5,3
480,1486,97c0cfdd-ad7c-4394-b99e-e71d730aa475,0,0,0,0,0,0,13.608966,,,0,1
481,456,1a564c03-38ba-4325-bd5f-d6e115fced1b,3,12,15,5,34.42623,1.211538,3977.886342,7,18,3,2
482,569,159cc31d-df0d-4790-977c-016a1cade94b,0,0,0,0,0,0,97.767273,,,0,1
483,269,00265171-e69a-40ed-87b8-89cbcf234b26,3,7,11,2,24.590164,0.865385,3635.644948,10,12,3,1
484,271,b05688a0-cb0a-40f1-9916-256864e3c882,1,11,7,2,21.311475,0.75,2865.885778,4,12,1,1
485,1487,d6a1472c-53c9-4ddd-94d4-01ca0af53d31,0,3,0,0,4.918033,0.173077,1094.488816,34,3,0,1
486,457,5c7295d1-10db-4f96-8938-b1d029e22103,5,18,18,3,47.540984,1.673077,4596.129866,12,24,5,3
487,1488,5eea00d5-7523-4193-8afc-fd55212ab3f9,1,10,24,1,42.622951,1.5,3833.993324,12,25,1,2
488,1208,a41cb406-bec7-4fcd-b6f5-29ed51fc51e9,2,8,5,0,14.754098,0.519231,3686.203967,1,7,2,1
489,275,efe610d8-77b1-4285-87b6-d296efc03abf,1,4,7,0,16.393443,0.576923,3324.721091,9,9,1,1
490,1543,9257a2e7-2177-4264-ad73-d658fd464716,0,6,1,1,9.836066,0.346154,6365.404123,28,6,0,1
491,1489,f5c24fcf-9c0c-43f5-a81d-1d5b831439be,18,22,46,2,80.327869,2.826923,3187.049651,12,30,19,3
492,279,ba585ede-2974-45aa-bdd3-88864e0b51a7,0,4,2,1,11.47541,0.403846,2286.686147,18,7,0,1
493,1991,d85ddb7e-002a-467a-9c26-8fcd3cad1bf1,0,5,3,1,11.47541,0.403846,3202.812836,4,7,0,1
494,459,4c3b8572-d543-4ecc-9b25-63a4c1a631f8,2,14,16,4,29.508197,1.038462,4201.036633,11,15,3,3
495,1544,0691ed39-cb7e-4bfd-9d28-b68fb251646e,0,3,0,0,4.918033,0.173077,2397.306105,26,3,0,1
496,148,7016e323-c004-46af-8e07-0fe72e0f72ab,0,0,7,0,11.47541,0.403846,935.807296,0,7,0,1
497,461,09afe885-5d03-4162-8cbd-229b74200aaa,3,7,3,4,16.393443,0.576923,1020.990202,16,7,3,1
498,581,3fa135e7-cfdf-411a-9eb4-447fce0bf3cc,0,0,0,0,0,0,3063.793172,,,0,1
499,281,0b6c6142-75a2-46ec-9cbe-c8c96ba7de6f,1,6,9,0,16.393443,0.576923,2833.348104,2,9,1,1
500,1545,3ad3d752-eff7-43d5-a7b7-3f8f64c8b643,0,7,1,0,13.114754,0.461538,6268.414276,39,8,0,1
501,1491,37cdc305-a263-44c5-9e3e-9d24ee79f7ff,0,0,0,0,0,0,0.006983,,,0,1
502,462,e684718b-bb11-45f3-b5c3-bb8df27bfce4,0,2,0,0,3.278689,0.115385,681.99143,6,2,0,1
503,1209,498452b0-0a7e-45de-9961-033dbc0b5e59,2,9,8,0,18.032787,0.634615,1412.210001,2,9,2,1
504,1492,223d8bf5-bd97-4526-9105-89e341a77b88,0,0,0,0,0,0,8.81676,,,0,1
505,1546,c0a99180-2db5-4975-8f4c-7bbc9bc867ad,1,3,0,0,6.557377,0.230769,2629.679613,27,3,1,1
506,285,1936779c-992d-47a7-94b6-50dba7171627,1,1,3,0,6.557377,0.230769,2594.70827,6,3,1,1
507,463,6ad0566b-a64e-493a-b5b4-1b0558a6425a,1,7,1,0,14.754098,0.519231,2287.770256,19,8,1,1
508,1993,d70e30d6-6456-40c0-a761-dc7922300d50,0,4,2,7,16.393443,0.576923,4398.033683,15,10,0,1
509,583,b1eb7294-6d61-49c5-8d2d-cb05aaa62ca3,0,0,0,0,0,0,2677.202874,,,0,1
510,1493,55b96ff0-bf3d-4fa4-81cd-6272fbb21a4b,0,0,0,0,0,0,7.679349,,,0,1
511,1547,c56d1cda-919e-403b-bf5f-5ff4def6ed53,0,3,2,0,6.557377,0.230769,1325.578164,9,4,0,1
512,289,083b114b-ebd9-483e-9e97-613546b65e14,0,2,0,1,4.918033,0.173077,2230.621285,6,3,0,1
513,1994,001f1853-9069-48a0-aed8-7700c853ccb1,1,5,0,1,8.196721,0.288462,4479.776384,17,4,1,1
514,464,7f361c18-7b69-4fb7-9e01-19e80e0f49e1,0,7,1,2,13.114754,0.461538,4064.648501,13,8,0,1
515,1211,1b02357b-859e-4585-ba3f-09f13167fb1c,0,10,0,1,18.032787,0.634615,5147.632154,26,11,0,1
516,584,2d4cd517-62af-442a-bc03-c6aaf351e3a7,0,1,0,0,1.639344,0.057692,3606.002986,53,1,0,1
517,1494,7a0cce4e-89b8-4397-8a55-e56f5e44d525,0,1,0,0,1.639344,0.057692,279.932631,7,1,0,1
518,1548,b775f29e-14dc-47e7-8cf2-956cceedbc64,1,6,1,0,11.47541,0.403846,4104.086096,23,6,1,1
519,291,efe5383e-74b2-42c7-961c-76ed8d7edf7a,0,7,11,0,24.590164,0.865385,2311.264239,9,15,0,1
520,1213,52686fc9-d851-4268-a119-e73cd7e1109f,4,19,4,2,36.065574,1.269231,4214.47896,81,18,4,3
521,1995,b853c232-8996-4faf-aada-1e3fc146f316,1,2,2,4,6.557377,0.230769,3148.052301,5,3,1,1
522,465,beb3e894-85f9-44d8-a57d-fb6873166d6a,2,7,12,1,21.311475,0.75,2929.118772,1,11,2,1
523,1549,8030f8c4-e4fe-4f85-8dcd-a28688e58fd1,1,11,3,0,21.311475,0.75,4921.396951,55,12,1,1
524,292,1ae2a5fb-8d73-4993-9425-13672d6f91ba,0,0,2,0,3.278689,0.115385,61.212924,3,2,0,1
525,585,9b940f90-6235-4423-97a1-6e6faa582310,2,10,0,0,18.032787,0.634615,7942.557453,151,9,2,1
526,466,51703c27-f4b8-45cd-8caa-32ce69f389b9,5,24,30,10,49.180328,1.730769,3577.363561,8,25,5,3
527,1998,0c77b352-3193-4797-9480-e14c38920d95,1,13,0,0,21.311475,0.75,5467.038178,30,12,1,1
528,1495,900cc8d0-9c5b-4c1f-b466-dfee8b2c8917,0,0,4,0,6.557377,0.230769,100.935027,12,4,0,1
529,1215,9b6ae767-91ca-427e-b51d-55574c1da0c6,12,19,30,32,75.409836,2.653846,5859.817597,17,34,12,3
530,295,beef295f-9390-4214-a420-b98499a1133a,1,5,5,0,11.47541,0.403846,3462.814254,5,6,1,1
531,154,bd1bde4b-651a-41cd-91a6-0b91bc9f6720,0,0,2,0,3.278689,0.115385,559.013579,3,2,0,1
532,1496,81d61c81-2a98-4cb2-8c63-96cf69596a09,0,0,3,0,4.918033,0.173077,0.552613,3,3,0,1
533,467,f98bb273-a8a1-41f5-973a-e5ff5793a9ba,1,15,7,4,31.147541,1.096154,5120.226967,9,18,1,3
534,299,686a4906-c75f-4105-b799-52b14f3291e0,4,10,14,0,31.147541,1.096154,3188.856546,4,15,4,2
535,1551,452a306b-fc13-4ac9-974d-3477b96d7b9a,0,0,0,0,0,0,532.869976,,,0,1
536,1497,85eebeca-6d71-4a06-ae75-a1b96bdd11af,0,0,3,0,4.918033,0.173077,32.080895,4,3,0,1
537,468,89ef9b9c-ed6f-4177-829e-3e8a986a51f0,0,15,12,2,32.786885,1.153846,3259.903751,9,20,0,3
538,1218,1a33d1fa-2f03-4ea1-a931-1ede6ae54980,1,10,4,5,19.672131,0.692308,4935.091899,14,11,1,1
539,1553,75e8f05e-e8d0-4020-b61f-4c89d2481380,0,3,0,0,4.918033,0.173077,3024.654738,20,3,0,1
540,301,e7089503-4408-47be-b218-2809ca4fdafe,1,4,0,4,13.114754,0.461538,1171.142102,25,7,1,1
541,1498,00de8478-0bea-41ae-88e1-ec47c195476a,0,0,2,1,3.278689,0.115385,0.283728,0,2,0,1
542,587,55d421b2-397b-4108-a33d-bec92fded600,0,1,0,0,1.639344,0.057692,4134.18834,95,1,0,1
543,1555,8f8072c9-e9db-42e0-b11e-328f52f2606d,1,6,3,0,16.393443,0.576923,7622.945699,45,9,1,1
544,1499,1847d438-471d-4f2f-838d-6e39cbd24406,1,0,3,0,6.557377,0.230769,0.007354,-3,3,1,1
545,1557,e0a3bcec-1324-4e67-936d-835a343491f2,0,12,4,0,22.95082,0.807692,6580.572103,39,14,0,1
546,303,80c92f4b-cbef-47ff-a796-ae621cba5f32,3,1,0,1,8.196721,0.288462,472.707685,18,2,3,1
547,469,c3fd6178-4658-42d0-8a5f-0a05c0836ecb,0,11,10,2,22.95082,0.807692,2688.940913,15,14,0,1
548,1219,015ea83b-554a-4497-abaa-cc2b656de6a7,1,3,2,0,4.918033,0.173077,1159.189228,6,2,1,1
549,1999,6a70f451-f7e7-48b5-8c31-5683ffc8c616,1,7,0,0,13.114754,0.461538,6483.884304,28,7,1,1
550,1559,149de52f-4f29-4cde-9d60-dd3400eb0fd9,1,5,0,0,9.836066,0.346154,2789.084965,29,5,1,1
551,305,056f7a61-9f06-42c7-8ba6-f98911a93f99,0,3,1,0,4.918033,0.173077,731.405595,19,3,0,1
552,121,d7886a2b-6fa3-44d9-9a7b-8311f3d7d33e,1,0,3,0,4.918033,0.173077,246.10516,2,2,1,1
553,471,c6573229-551f-401d-a2e3-597e8ee3ba86,0,0,2,0,3.278689,0.115385,367.428821,11,2,0,1
554,155,b5794734-2b94-4802-8b64-7cde3828b113,0,0,3,0,4.918033,0.173077,261.290153,0,3,0,1
555,2001,22f00e54-0bc4-46a9-a633-7563ead577b0,0,3,0,0,4.918033,0.173077,3801.89343,16,3,0,1
556,307,df657a58-e91f-4615-ae9d-40edfa23cc69,0,0,1,0,1.639344,0.057692,395.017404,7,1,0,1
557,308,79c47228-b7f5-424b-9820-271c33a315e9,0,2,10,0,18.032787,0.634615,3561.33471,11,11,0,1
558,589,5a758f1c-f755-4e18-8e9f-465ff0f5e001,0,0,0,0,0,0,2917.620526,,,0,1
559,1562,489b04b2-3bab-453e-81d3-07a8ca4444fb,0,1,0,0,1.639344,0.057692,3224.055365,31,1,0,1
560,122,12ebb13c-17cb-48b8-8bd4-a99f721e0090,0,0,3,0,4.918033,0.173077,498.379395,3,3,0,1
561,1563,14af0c60-5f31-48c7-9dc6-e148839fd282,0,4,0,0,6.557377,0.230769,3094.323945,29,4,0,1
562,309,38fc4291-f2f6-4497-9ced-b4fcca73df60,0,0,0,0,0,0,173.172245,,,0,1
563,2002,efbc8496-9dd0-4d36-b787-4d366a740ef2,0,6,0,0,9.836066,0.346154,4309.651957,7,6,0,1
564,1231,799ff7d3-2c36-4b63-8714-dcfed01f04a4,2,11,8,3,26.229508,0.923077,4468.888661,24,14,2,1
565,1565,cc897a7b-8b5b-49ab-881e-3cfa8039b09e,0,0,0,0,0,0,1201.492748,,,0,1
566,2004,7af2b62d-d305-49eb-97a0-ed303f892b3f,0,6,3,1,14.754098,0.519231,4169.537757,7,9,0,1
567,1566,a1fdfaa8-cb98-4a6b-91aa-c9507058da1b,0,4,0,0,6.557377,0.230769,2733.013593,20,4,0,1
568,311,624abda2-26d2-4665-a3f9-59d1ce23a762,3,11,1,3,26.229508,0.923077,5694.583338,35,13,3,1
569,312,3ac9f2ba-b535-4886-8c9f-38d3ca980aac,4,8,0,1,16.393443,0.576923,5488.577267,12,6,4,1
570,1567,67885e2f-8542-4549-be49-f80f6f8a8eab,0,3,1,0,6.557377,0.230769,1472.449463,19,4,0,1
571,599,7ad9d565-8951-4c27-91bb-42599018357c,0,0,0,0,0,0,13.499251,,,0,1
572,313,747e3816-06bd-415e-ba21-b1477b5a26a8,0,1,0,0,1.639344,0.057692,1744.732942,19,1,0,1
573,2005,e57011ee-c780-4745-8f44-d98b921ae49f,0,6,2,0,9.836066,0.346154,5812.625939,6,6,0,1
574,1569,21817e1e-2d99-4777-8dad-ede825fbff35,0,5,1,0,8.196721,0.288462,2471.055807,47,5,0,1
575,314,c21f033b-7f5c-4c0d-be23-2791acf458fc,3,2,1,2,13.114754,0.461538,5908.061206,29,5,3,1
576,156,b9990441-7fed-41e9-b60a-d64e3da02baa,0,0,4,0,6.557377,0.230769,1462.347388,1,4,0,1
577,1232,ddd575cc-cebd-46d1-847e-f8857710611b,0,9,27,2,45.901639,1.615385,4154.510945,4,28,0,2
578,315,9f8891a1-f3a7-40b7-a37c-36524bf790a3,0,4,1,3,9.836066,0.346154,3404.407021,12,6,0,1
579,157,3668998a-cfcb-423d-af34-cf0f5311eac2,0,0,5,0,8.196721,0.288462,2152.759466,2,5,0,1
580,316,00eb3359-513a-4d5d-b7c0-5eb1e08402f1,0,5,3,0,11.47541,0.403846,3684.360924,2,7,0,1
581,1581,ae938d1c-cd17-46a6-9149-eb48cd37e570,0,0,0,0,0,0,4510.282163,,,0,1
582,317,9f3f33f8-ba2e-44b5-a632-9d633f0d5436,0,6,8,1,18.032787,0.634615,3907.374596,5,11,0,1
583,2011,5a356655-f149-4948-95b2-2cec50044b44,0,6,0,1,9.836066,0.346154,4786.851439,24,6,0,1
584,1583,1a896a60-3f9f-4af5-8dc7-fe8e0358e097,0,3,1,0,6.557377,0.230769,3971.432054,43,4,0,1
585,318,bf50e727-8ba6-4e97-b666-2e315bdd4461,0,4,1,0,8.196721,0.288462,3337.894988,7,5,0,1
586,1585,686eefb8-d953-4ce4-be6e-d0c647a41617,1,5,0,0,8.196721,0.288462,4796.649871,22,4,1,1
587,319,b1aa320e-2418-4606-8a90-e052e43ec43f,1,2,4,0,8.196721,0.288462,3072.960797,15,4,1,1
588,321,bcb03ef1-2f98-465e-a2e5-f05e08bfb694,1,6,0,1,9.836066,0.346154,2000.453289,24,5,1,1
589,1586,20ba930e-701c-4652-ae19-4e5dad583cde,0,0,0,0,0,0,441.913647,,,0,1
590,325,0475b8b2-4a4c-4e0d-8f1c-5bc8e7254638,0,4,3,2,11.47541,0.403846,3097.728343,9,7,0,1
591,1587,0f8ddfbb-5a4c-4e5f-af01-2bb41f42356d,0,0,0,0,0,0,1.436552,,,0,1
592,326,ed1e2561-a1ad-4b01-b92a-3e0482ed7c48,3,13,8,0,29.508197,1.038462,4157.452844,15,15,3,2
593,615,7a27b356-9083-45a8-9732-97bb943e0296,0,0,1,2,3.278689,0.115385,1674.421163,65,2,0,1
594,1588,5a82e0cf-cf8d-4dc4-9283-46b0f6ede45c,0,0,0,1,1.639344,0.057692,366.451117,16,1,0,1
595,327,af2df3fd-13c4-4948-bef3-3ddaa7b0dd4a,0,4,0,0,6.557377,0.230769,3725.180051,6,4,0,1
596,1589,ac72a026-20d3-4061-b58f-dd94063c5aa7,0,0,0,0,0,0,658.59,,,0,1
597,1233,df937c09-accc-43d6-a95f-8b7c00e47b2b,4,8,8,7,27.868852,0.980769,2318.076026,31,13,4,1
598,328,b05c0354-e4fd-4611-91e9-3a56f4694b49,1,3,5,0,9.836066,0.346154,5152.848218,14,5,1,1
599,2013,c85ebeca-62a6-48c4-b293-2024aaf040a2,0,3,2,1,6.557377,0.230769,3391.44958,5,4,0,1
600,329,c3b313ce-b173-4df7-bb83-de3d8b1928bc,0,0,0,0,0,0,614.628206,,,0,1
601,473,746f83f2-e0e2-4117-bf22-0aedb4527551,3,4,1,0,11.47541,0.403846,3543.162491,28,4,3,1
602,158,9be5e127-3a2a-47fb-a884-8e0fddc6db69,0,0,5,0,8.196721,0.288462,929.032606,5,5,0,1
603,621,69582e34-3533-4f27-bc3e-ac843d0e661d,0,0,0,0,0,0,1288.418463,,,0,1
604,331,e48a0a8d-fe47-47bf-88a3-152b5f92a7cf,1,3,2,0,8.196721,0.288462,3435.711915,25,4,1,1
605,1591,58680847-031c-4161-8bc0-a7e2de29dae7,0,6,2,2,11.47541,0.403846,3044.652949,75,7,0,1
606,477,f78d82b7-7010-4dde-86e6-4f1056100e60,0,6,5,1,14.754098,0.519231,3839.029043,40,9,0,1
607,2014,89780869-d5ee-47ae-b08b-838fb8a0a55e,0,7,2,2,14.754098,0.519231,3812.031144,8,9,0,1
608,1235,6a3e3972-184d-44f7-93ef-571823d8d6e9,2,10,5,2,22.95082,0.807692,3867.643113,8,12,2,1
609,332,b1e614bc-ba3e-4ae0-be3f-b7dfe3fe561d,2,1,0,0,4.918033,0.173077,2848.557076,22,1,2,1
610,478,f5d95712-41dd-44af-9a94-3b810aaa980f,0,14,7,1,26.229508,0.923077,4476.051453,36,16,0,3
611,1595,0c05e649-705e-4763-abc6-e306da8fc7b5,0,0,1,2,3.278689,0.115385,2413.905021,42,2,0,1
612,333,621934de-2656-4f52-91f7-22a8d17765c6,2,1,1,0,6.557377,0.230769,2975.283611,33,2,2,1
613,622,af8095fd-e13e-4f35-b421-b7afe59502de,0,2,1,0,4.918033,0.173077,4480.228991,121,3,0,1
614,334,f98f6501-5769-411d-8227-9309ce85f032,5,8,5,1,26.229508,0.923077,3138.830178,20,11,5,3
615,479,c8f4fcde-4b0c-407a-9086-0ba396425459,2,20,26,6,49.180328,1.730769,2719.322293,12,25,5,3
616,2015,836cac06-2a12-45fe-9bdd-978efe72486c,0,10,9,0,19.672131,0.692308,6967.742072,4,12,0,1
617,483,f4d75c87-5681-4d7c-80a4-962fd212653b,0,0,4,0,6.557377,0.230769,17.641277,1,4,0,1
618,335,066e582d-698d-4d74-bfa2-589a4932c2db,1,6,2,0,13.114754,0.461538,2864.927106,26,7,1,1
619,336,df793f30-b72c-4297-85d5-76b4b00d1ed4,0,6,2,5,16.393443,0.576923,3181.112865,10,10,0,1
620,337,f224de4e-b962-4dbc-bf04-593f7721b361,2,17,10,7,39.344262,1.384615,4033.580947,14,22,2,3
621,487,98e0c4ae-0afa-4efc-aba1-df8162a9f850,2,10,11,4,22.95082,0.807692,1982.338797,2,11,3,1
622,1239,d324539e-572d-40db-8cb9-8674eb3141c7,4,18,9,5,39.344262,1.384615,6436.505857,20,20,4,3
623,488,2d9f8c06-b7f3-46a8-b716-c6004615327e,1,7,11,0,21.311475,0.75,2844.679629,4,12,1,1
624,338,46c969c1-8019-45e3-b130-5c99fd59485d,1,8,7,4,24.590164,0.865385,6063.141822,32,14,1,1
625,489,8fd1ffa3-fac9-4bfa-80ef-6dd769c4b8df,0,2,1,0,4.918033,0.173077,3716.287297,5,3,0,1
626,341,95c3c715-1324-4ad3-85ca-7aacc0e1ca03,0,3,0,0,4.918033,0.173077,2625.210367,48,3,0,1
627,491,3ab73f4e-2af0-4831-9a63-05289bf13b57,1,1,1,0,3.278689,0.115385,436.29753,16,1,1,1
628,343,8f9c66d6-62aa-4eb9-b7f7-3f3959467808,0,0,1,0,1.639344,0.057692,1137.053254,2,1,0,1
629,497,b5b7ffe4-3b9f-44cf-b8e1-1f3db1510db1,8,22,39,8,68.852459,2.423077,3306.672535,13,33,9,3
630,2016,c30ec51d-f6f2-40ae-b410-d8570f68211a,0,6,2,0,11.47541,0.403846,4717.211993,2,7,0,1
631,625,58f1d728-a008-4876-a28b-fa1e87d7fe0d,0,0,0,0,0,0,1320.630166,,,0,1
632,351,44f3f752-06d8-4d57-bf3e-be5c3b87fbcf,0,0,0,0,0,0,315.571041,,,0,1
633,499,de9ae660-445b-4386-b591-7f3802e6e665,6,22,33,9,57.377049,2.019231,2901.951,2,28,7,3
634,123,79b8777a-1bb1-4cfc-926e-f7da5cca5e34,0,0,0,0,0,0,390.021898,,,0,1
635,501,b1fe43fc-2de1-463a-b3cd-a01a7938d3b0,1,5,5,6,16.393443,0.576923,2854.185934,46,9,1,1
636,353,4275b134-37c4-444c-bb0c-cca0555ea746,0,3,3,0,6.557377,0.230769,2295.23297,13,4,0,1
637,502,aa0b20bc-d6ed-4239-912b-41bca03d7cfa,0,0,1,1,1.639344,0.057692,281.407617,3,1,0,1
638,354,6ba6ac2e-43dc-4491-a1f1-2736ab76914e,5,24,36,11,63.934426,2.25,4490.170858,13,29,10,3
639,2017,b36d6cf3-0cfd-4ff8-ab29-0659f4d84cd9,0,3,1,0,6.557377,0.230769,4607.756488,1,4,0,1
640,503,d6e40470-5a74-4ed1-bbe3-bf4fc2734378,2,7,3,1,16.393443,0.576923,3961.152545,10,8,2,1
641,1596,44a77f4a-543d-46a4-aa25-73657040eda2,0,2,3,1,8.196721,0.288462,2144.936518,42,5,0,1
642,626,cde4555b-180f-4626-8a64-ce96b0316620,0,0,0,0,0,0,2075.302541,,,0,1
643,504,a0eb218f-3a8b-4ad3-ac07-b5470ec51d4e,0,14,2,8,29.508197,1.038462,6972.533672,21,18,0,3
644,1599,fda20d2f-acac-49bb-a2f4-c3401e0d1c30,0,1,9,1,16.393443,0.576923,3158.674266,74,10,0,1
645,355,d25f87e3-c674-4228-80a6-eb01a4b73b5a,2,14,27,7,47.540984,1.673077,4505.832259,8,27,2,3
646,2019,bf14ea61-562c-4662-a05d-2a1f2eddf2d5,2,14,7,8,34.42623,1.211538,6081.37774,16,19,2,3
